#;Grupo taxonômico;Ordem;Família;Espécie ou Subespécie;Nome avaliação anterior;Categoria em 2014;Sugestão de Categoria 2021;EW;CR;EN,;VU;RE;EX;Mesma Categoria de Ameaça 2014;Aumentou a Categoria de Ameaça;Reduziu a Categoria de Ameaça;Entrou em Categoria de Ameaça;Saiu da Categoria de Ameaça;Mantida a Categoria 2014  por não ter reavaliação ou validação
713;Peixes Marinhos;Perciformes;Serranidae;Choranthias salmopunctatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
714;Peixes Marinhos;Perciformes;Serranidae;Hyporthodus nigritus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
715;Peixes Marinhos;Perciformes;Serranidae;Hyporthodus niveatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
716;Peixes Marinhos;Perciformes;Serranidae;Mycteroperca bonaci;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
717;Peixes Marinhos;Perciformes;Serranidae;Mycteroperca interstitialis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
718;Peixes Marinhos;Perciformes;Tripterygiidae;Enneanectes smithi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
719;Peixes Marinhos;Pleuronectiformes;Achiridae;Achirus mucuri;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
720;Peixes Marinhos;Pristiformes;Pristidae;Pristis pectinata;;Criticamente em Perigo (CR);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
721;Peixes Marinhos;Pristiformes;Pristidae;Pristis pristis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
722;Peixes Marinhos;Rajiformes;Dasyatidae;Bathytoshia centroura;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
723;Peixes Marinhos;Rajiformes;Dasyatidae;Fontitrygon colarensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
724;Peixes Marinhos;Rajiformes;Dasyatidae;Hypanus americanus;;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
725;Peixes Marinhos;Rajiformes;Dasyatidae;Hypanus marianae;;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
726;Peixes Marinhos;Rajiformes;Gymnuridae;Gymnura altavela;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
727;Peixes Marinhos;Rajiformes;Myliobatidae;Manta birostris;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
728;Peixes Marinhos;Rajiformes;Myliobatidae;Mobula hypostoma;;Vulnerável (VU);Dados Insuficientes (DD);;;;;;;;;;;X;
729;Peixes Marinhos;Rajiformes;Myliobatidae;Mobula mobular;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
730;Peixes Marinhos;Rajiformes;Myliobatidae;Mobula rochebrunei;;Vulnerável (VU);[Sinonímia M. hypostoma];;;;;;;;;;;X;
731;Peixes Marinhos;Rajiformes;Myliobatidae;Mobula tarapacana;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
732;Peixes Marinhos;Rajiformes;Myliobatidae;Mobula thurstoni;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
733;Peixes Marinhos;Rajiformes;Myliobatidae;Myliobatis freminvillei;Myliobatis freminvillii;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
734;Peixes Marinhos;Rajiformes;Myliobatidae;Myliobatis goodei;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
735;Peixes Marinhos;Rajiformes;Myliobatidae;Myliobatis ridens;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
736;Peixes Marinhos;Rajiformes;Myliobatidae;Rhinoptera brasiliensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
737;Peixes Continentais;Rajiformes;Potamotrygonidae;Paratrygon aiereba;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
738;Peixes Marinhos;Rajiformes;Rajidae;Atlantoraja castelnaui;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
739;Peixes Marinhos;Rajiformes;Rajidae;Atlantoraja cyclophora;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
740;Peixes Marinhos;Rajiformes;Rajidae;Rioraja agassizii;;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
741;Peixes Marinhos;Rajiformes;Rajidae;Sympterygia acuta;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
742;Peixes Marinhos;Rajiformes;Rajidae;Sympterygia bonapartii;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
743;Peixes Marinhos;Rajiformes;Rhinobatidae;Pseudobatos horkelii;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
744;Peixes Marinhos;Rajiformes;Rhinobatidae;Pseudobatos lentiginosus;;Vulnerável (VU);[Não é espécie brasileira];;;;;;;;;;;X;
745;Peixes Marinhos;Rajiformes;Rhinobatidae;Pseudobatos percellens;Rhinobatos percellens;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
746;Peixes Marinhos;Rajiformes;Rhinobatidae;Zapteryx brevirostris;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
747;Peixes Marinhos;Rajiformes;Urolophidae;Urotrygon microphthalmum;;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
748;Peixes Marinhos;Scorpaeniformes;Scorpaenidae;Scorpaenodes insularis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
749;Peixes Marinhos;Siluriformes;Ariidae;Genidens barbus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
750;Peixes Marinhos;Siluriformes;Ariidae;Genidens planifrons;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
751;Peixes Continentais;Siluriformes;Ariidae;Paragenidens grandoculis;Potamarius grandoculis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
752;Peixes Marinhos;Siluriformes;Ariidae;Sciades parkeri;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
753;Peixes Continentais;Siluriformes;Callichthyidae;Corydoras lacerdai;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
754;Peixes Continentais;Siluriformes;Callichthyidae;Scleromystax macropterus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
755;Peixes Continentais;Siluriformes;Doradidae;Hassar shewellkeimi;;Vulnerável (VU);Dados Insuficientes (DD);;;;;;;;;;;X;
756;Peixes Continentais;Siluriformes;Doradidae;Kalyptodoras bahiensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
757;Peixes Continentais;Siluriformes;Doradidae;Rhynchodoras xingui;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
758;Peixes Continentais;Siluriformes;Heptapteridae;Chasmocranus brachynemus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
759;Peixes Continentais;Siluriformes;Heptapteridae;Heptapterus multiradiatus;;Criticamente em Perigo (CR)(PEX);Criticamente em Perigo (CR)(PEX);;X;;;;;X;;;;;
760;Peixes Continentais;Siluriformes;Heptapteridae;Pimelodella kronei;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
761;Peixes Continentais;Siluriformes;Heptapteridae;Pimelodella spelaea;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
762;Peixes Continentais;Siluriformes;Heptapteridae;Rhamdia jequitinhonha;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
763;Peixes Continentais;Siluriformes;Heptapteridae;Rhamdiopsis krugi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
764;Peixes Continentais;Siluriformes;Heptapteridae;Taunayia bifasciata;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
765;Peixes Continentais;Siluriformes;Loricariidae;Ancistomus snethlageae;Peckoltia snethlageae;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
766;Peixes Continentais;Siluriformes;Loricariidae;Ancistrus cryptophthalmus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
767;Peixes Continentais;Siluriformes;Loricariidae;Ancistrus formoso;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
768;Peixes Continentais;Siluriformes;Loricariidae;Ancistrus minutus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
769;Peixes Continentais;Siluriformes;Loricariidae;Baryancistrus longipinnis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
770;Peixes Continentais;Siluriformes;Loricariidae;Baryancistrus niveatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
771;Peixes Continentais;Siluriformes;Loricariidae;Corumbataia britskii;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
772;Peixes Continentais;Siluriformes;Loricariidae;Delturus parahybae;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
773;Peixes Continentais;Siluriformes;Loricariidae;Harttia depressa;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
774;Peixes Continentais;Siluriformes;Loricariidae;Harttia dissidens;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
775;Peixes Continentais;Siluriformes;Loricariidae;Harttia panara;;;Vulnerável (VU);;;;X;;;;;;X;;
776;Peixes Continentais;Siluriformes;Loricariidae;Harttia villasboas;;;Vulnerável (VU);;;;X;;;;;;X;;
777;Peixes Continentais;Siluriformes;Loricariidae;Hemiancistrus megalopteryx;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
778;Peixes Continentais;Siluriformes;Loricariidae;Hemipsilichthys gobio;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
779;Peixes Continentais;Siluriformes;Loricariidae;Hopliancistrus tricornis;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
780;Peixes Continentais;Siluriformes;Loricariidae;Hypancistrus zebra;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
781;Peixes Continentais;Siluriformes;Loricariidae;Hypostomus subcarinatus;;Dados Insuficientes (DD);Criticamente em Perigo (CR);;X;;;;;;;;X;;
782;Peixes Continentais;Siluriformes;Loricariidae;Isbrueckerichthys saxicola;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
783;Peixes Continentais;Siluriformes;Loricariidae;Lamontichthys avacanoeiro;;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
784;Peixes Continentais;Siluriformes;Loricariidae;Lamontichthys parakana;;Criticamente em Perigo (CR)(PEX);Dados Insuficientes (DD);;;;;;;;;;;X;
785;Peixes Continentais;Siluriformes;Loricariidae;Leporacanthicus joselimai;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
786;Peixes Continentais;Siluriformes;Loricariidae;Lithoxus lithoides;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
787;Peixes Continentais;Siluriformes;Loricariidae;Loricaria coximensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
788;Peixes Continentais;Siluriformes;Loricariidae;Microlepidogaster perforatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
789;Peixes Continentais;Siluriformes;Loricariidae;Neoplecostomus botucatu;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
790;Peixes Continentais;Siluriformes;Loricariidae;Neoplecostomus selenae;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
791;Peixes Continentais;Siluriformes;Loricariidae;Otothyris juquiae;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
792;Peixes Continentais;Siluriformes;Loricariidae;Parancistrus nudiventris;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
793;Peixes Continentais;Siluriformes;Loricariidae;Pareiorhaphis mutuca;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
794;Peixes Continentais;Siluriformes;Loricariidae;Pareiorhaphis nasuta;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
795;Peixes Continentais;Siluriformes;Loricariidae;Pareiorhaphis scutula;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
796;Peixes Continentais;Siluriformes;Loricariidae;Parotocinclus spilurus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
797;Peixes Continentais;Siluriformes;Loricariidae;Peckoltia compta;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
798;Peixes Continentais;Siluriformes;Loricariidae;Plesioptopoma curvidens;;Quase Ameaçada (NT);Criticamente em Perigo (CR);;X;;;;;;;;X;;
799;Peixes Continentais;Siluriformes;Loricariidae;Pogonopoma obscurum;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
800;Peixes Continentais;Siluriformes;Loricariidae;Pogonopoma parahybae;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
801;Peixes Continentais;Siluriformes;Loricariidae;Pseudotocinclus juquiae;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
802;Peixes Continentais;Siluriformes;Loricariidae;Pseudotocinclus tietensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
803;Peixes Continentais;Siluriformes;Loricariidae;Scobinancistrus aureatus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
804;Peixes Continentais;Siluriformes;Loricariidae;Scobinancistrus pariolispos;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
805;Peixes Continentais;Siluriformes;Pimelodidae;Aguarunichthys tocantinsensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
806;Peixes Continentais;Siluriformes;Pimelodidae;Bagropsis reinhardti;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
807;Peixes Continentais;Siluriformes;Pimelodidae;Conorhynchos conirostris;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
808;Peixes Continentais;Siluriformes;Pimelodidae;Pimelodus halisodous;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
809;Peixes Continentais;Siluriformes;Pimelodidae;Pimelodus joannis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
810;Peixes Continentais;Siluriformes;Pimelodidae;Pimelodus stewartii;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
811;Peixes Continentais;Siluriformes;Pimelodidae;Pseudoplatystoma corruscans;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
812;Peixes Continentais;Siluriformes;Pimelodidae;Steindachneridion amblyurum;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
813;Peixes Continentais;Siluriformes;Pimelodidae;Steindachneridion doceanum;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
814;Peixes Continentais;Siluriformes;Pimelodidae;Steindachneridion melanodermatum;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
815;Peixes Continentais;Siluriformes;Pimelodidae;Steindachneridion parahybae;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
816;Peixes Continentais;Siluriformes;Pimelodidae;Steindachneridion scriptum;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
817;Peixes Continentais;Siluriformes;Pseudopimelodidae;Lophiosilurus alexandri;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
818;Peixes Continentais;Siluriformes;Pseudopimelodidae;Microglanis maculatus;;Menos Preocupante (LC);Criticamente em Perigo (CR);;X;;;;;;;;X;;
819;Peixes Continentais;Siluriformes;Pseudopimelodidae;Microglanis robustus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
820;Peixes Continentais;Siluriformes;Trichomycteridae;Cambeva crassicaudata;Trichomycterus crassicaudatus;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
821;Peixes Continentais;Siluriformes;Trichomycteridae;Cambeva igobi;Trichomycterus igobi;Em Perigo (EN);Vulnerável (VU);;;;X;;;;;X;;;
822;Peixes Continentais;Siluriformes;Trichomycteridae;Cambeva mboycy;Trichomycterus mboycy;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
823;Peixes Continentais;Siluriformes;Trichomycteridae;Cambeva paolence;Trichomycterus paolence;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
824;Peixes Continentais;Siluriformes;Trichomycteridae;Cambeva pascuali;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
825;Peixes Continentais;Siluriformes;Trichomycteridae;Glaphyropoma spinosum;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
826;Peixes Continentais;Siluriformes;Trichomycteridae;Ituglanis bambui;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
827;Peixes Continentais;Siluriformes;Trichomycteridae;Ituglanis cahyensis;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
828;Peixes Continentais;Siluriformes;Trichomycteridae;Ituglanis epikarsticus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
829;Peixes Continentais;Siluriformes;Trichomycteridae;Ituglanis mambai;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
830;Peixes Continentais;Siluriformes;Trichomycteridae;Ituglanis passensis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
831;Peixes Continentais;Siluriformes;Trichomycteridae;Ituglanis ramiroi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
832;Peixes Continentais;Siluriformes;Trichomycteridae;Listrura camposi;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
833;Peixes Continentais;Siluriformes;Trichomycteridae;Listrura costai;;Criticamente em Perigo (CR);Dados Insuficientes (DD);;;;;;;;;;;X;
834;Peixes Continentais;Siluriformes;Trichomycteridae;Listrura nematopteryx;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
835;Peixes Continentais;Siluriformes;Trichomycteridae;Listrura tetraradiata;;Criticamente em Perigo (CR);Dados Insuficientes (DD);;;;;;;;;;;X;
836;Peixes Continentais;Siluriformes;Trichomycteridae;Microcambeva draco;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
837;Peixes Continentais;Siluriformes;Trichomycteridae;Trichogenes claviger;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
838;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus dali;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
839;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus itacarambiensis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
840;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus novalimensis;;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
841;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus papilliferus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;X
842;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus paquequerense;;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
843;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus rubbioli;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
844;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus santaeritae;;Criticamente em Perigo (CR);Dados Insuficientes (DD);;;;;;;;;;;X;
845;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus triguttatus;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
846;Peixes Continentais;Siluriformes;Trichomycteridae;Trichomycterus tropeiro;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;X
847;Peixes Marinhos;Squaliformes;Squalidae;Squalus acanthias;;Criticamente em Perigo (CR);Dados Insuficientes (DD);;;;;;;;;;;X;
848;Peixes Marinhos;Squatiniformes;Squatinidae;Squatina argentina;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
849;Peixes Marinhos;Squatiniformes;Squatinidae;Squatina guggenheim;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
850;Peixes Marinhos;Squatiniformes;Squatinidae;Squatina occulta;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
851;Peixes Marinhos;Syngnathiformes;Syngnathidae;Hippocampus erectus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
852;Peixes Marinhos;Syngnathiformes;Syngnathidae;Hippocampus patagonicus;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
853;Peixes Marinhos;Syngnathiformes;Syngnathidae;Hippocampus reidi;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;X
854;Peixes Marinhos;Syngnathiformes;Syngnathidae;Micrognathus erugatus;;Criticamente em Perigo (CR);Dados Insuficientes (DD);;;;;;;;;;;X;
855;Peixes Marinhos;Torpediniformes;Narcinidae;Narcine brasiliensis;;Dados Insuficientes (DD);Vulnerável (VU);;;;X;;;;;;X;;
856;Peixes Marinhos;Torpediniformes;Torpedinidae;Tetronarce puelcha;;Vulnerável (VU);Dados Insuficientes (DD);;;;;;;;;;;X;
857;Anfíbios;Anura;Aromobatidae;Allobates brunneus;;Criticamente em Perigo (CR);Quase Ameaçada (NT);;;;;;;;;;;X;
858;Anfíbios;Anura;Aromobatidae;Allobates goianus;;Em Perigo (EN);Quase Ameaçada (NT);;;;;;;;;;;X;
859;Anfíbios;Anura;Aromobatidae;Allobates olfersioides;;Vulnerável (VU);Dados Insuficientes (DD);;;;;;;;;;;X;
860;Anfíbios;Anura;Aromobatidae;Anomaloglossus apiau;;;Em Perigo (EN);;;X;;;;;;;X;;
861;Anfíbios;Anura;Aromobatidae;Anomaloglossus tepequem;;;Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
862;Anfíbios;Anura;Brachycephalidae;Brachycephalus mirissimus;;;Vulnerável (VU);;;;X;;;;;;X;;
863;Anfíbios;Anura;Brachycephalidae;Brachycephalus pernix;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
864;Anfíbios;Anura;Brachycephalidae;Brachycephalus quiririensis;;;Em Perigo (EN);;;X;;;;;;;X;;
865;Anfíbios;Anura;Brachycephalidae;Ischnocnema epipeda;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
866;Anfíbios;Anura;Brachycephalidae;Ischnocnema garciai;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
867;Anfíbios;Anura;Brachycephalidae;Ischnocnema karst;;;Vulnerável (VU);;;;X;;;;;;X;;
868;Anfíbios;Anura;Brachycephalidae;Ischnocnema manezinho;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
869;Anfíbios;Anura;Bufonidae;Melanophryniscus admirabilis;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
870;Anfíbios;Anura;Bufonidae;Melanophryniscus biancae;;;Em Perigo (EN);;;X;;;;;;;X;;
871;Anfíbios;Anura;Bufonidae;Melanophryniscus cambaraensis;;Vulnerável (VU);Em Perigo (EN);;;X;;;;;X;;;;
872;Anfíbios;Anura;Bufonidae;Melanophryniscus dorsalis;;Vulnerável (VU);Vulnerável (VU);;;;X;;;X;;;;;
873;Anfíbios;Anura;Bufonidae;Melanophryniscus klappenbachi;;Menos Preocupante (LC);Vulnerável (VU);;;;X;;;;;;X;;
874;Anfíbios;Anura;Bufonidae;Melanophryniscus macrogranulosus;;Em Perigo (EN);Em Perigo (EN);;;X;;;;X;;;;;
875;Anfíbios;Anura;Bufonidae;Melanophryniscus montevidensis;;Quase Ameaçada (NT);Vulnerável (VU);;;;X;;;;;;X;;
876;Anfíbios;Anura;Bufonidae;Melanophryniscus setiba;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
877;Anfíbios;Anura;Bufonidae;Rhinella casconi;;;Criticamente em Perigo (CR);;X;;;;;;;;X;;
878;Anfíbios;Anura;Ceratophryidae;Ceratophrys ornata;;Quase Ameaçada (NT);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
879;Anfíbios;Anura;Craugastoridae;Euparkerella robusta;;Dados Insuficientes (DD);Criticamente em Perigo (CR);;X;;;;;;;;X;;
880;Anfíbios;Anura;Cycloramphidae;Cycloramphus diringshofeni;;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
881;Anfíbios;Anura;Cycloramphidae;Cycloramphus faustoi;;Criticamente em Perigo (CR);Vulnerável (VU);;;;X;;;;;X;;;
882;Anfíbios;Anura;Cycloramphidae;Cycloramphus ohausi;;Em Perigo (EN);Dados Insuficientes (DD);;;;;;;;;;;X;
883;Anfíbios;Anura;Cycloramphidae;Cycloramphus stejnegeri;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
884;Anfíbios;Anura;Cycloramphidae;Thoropa lutzi;;Dados Insuficientes (DD);Criticamente em Perigo (CR)(PEX);;X;;;;;;;;X;;
885;Anfíbios;Anura;Cycloramphidae;Thoropa petropolitana;;Em Perigo (EN);Criticamente em Perigo (CR)(PEX);;X;;;;;;X;;;;
886;Anfíbios;Anura;Cycloramphidae;Thoropa saxatilis;;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
887;Anfíbios;Anura;Eleutherodactylidae;Adelophryne maranguapensis;;Vulnerável (VU);Criticamente em Perigo (CR);;X;;;;;;X;;;;
888;Anfíbios;Anura;Hylidae;Boana buriti;Hypsiboas buriti;Menos Preocupante (LC);Vulnerável (VU);;;;X;;;;;;X;;
889;Anfíbios;Anura;Hylidae;Boana curupi;Hypsiboas curupi;Vulnerável (VU);Menos Preocupante (LC);;;;;;;;;;;X;
890;Anfíbios;Anura;Hylidae;Boana cymbalum;Hypsiboas cymbalum;Criticamente em Perigo (CR);Extinta (EX);;;;;;X;;X;;;;
891;Anfíbios;Anura;Hylidae;Boana semiguttata;Hypsiboas semiguttatus;Em Perigo (EN);Menos Preocupante (LC);;;;;;;;;;;X;
892;Anfíbios;Anura;Hylidae;Bokermannohyla napolii;;;Vulnerável (VU);;;;X;;;;;;X;;
893;Anfíbios;Anura;Hylidae;Bokermannohyla vulcaniae;;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;;;X;;;
894;Anfíbios;Anura;Hylidae;Nyctimantis pomba;Aparasphenodon pomba;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;;;X;;;;;
895;Anfíbios;Anura;Hylidae;Phyllodytes gyrinaethes;;Criticamente em Perigo (CR);Quase Ameaçada (NT);;;;;;;;;;;X;
